from,to,early,morning,am_peak,inter_peak,pm_peak,evening,late,night
940GZZLUMED,940GZZLUWRR,0.0,1.9810001,18.785,10.667,6.382,2.75,0.297,0.0
940GZZLUMED,940GZZLUWKA,0.0,0.144,3.631,3.8240001,3.448,3.291,0.532,0.0
940GZZLUMED,940GZZLUWLO,0.0,29.805,149.741,95.899,116.161,43.793,8.373,0.0
940GZZLUMED,940GZZLUWBN,0.0,4.368,18.094,7.772,4.571,1.614,1.622,0.0
940GZZLUMED,940GZZLUWHP,0.0,0.238,9.52,5.67,8.919,4.8320003,1.445,0.0
940GZZLUMED,940GZZLUWKN,0.0,0.879,15.0060005,9.372,3.316,3.355,1.575,0.0
940GZZLUMED,940GZZLUWSM,0.0,12.073,108.467,37.743,16.795,3.869,1.1,0.0
940GZZLUMED,940GZZLUWPL,0.0,18.316,270.269,295.45,218.004,119.528,31.41,0.0
940GZZLUMED,940GZZLUWIG,0.0,0.313,1.015,6.457,10.679,6.774,2.727,0.0
940GZZLUMED,940GZZLUERB,0.0,0.847,10.698,8.942,5.433,1.601,1.576,0.0
940GZZLUMED,940GZZLUPCO,0.0,1.515,17.235,11.884,7.0690002,4.347,1.534,0.0
940GZZLUMED,940GZZLUVXL,0.0,9.646,36.391,25.04,21.638,10.3,4.545,0.0
940GZZLUMED,940GZZLUBXN,0.0,3.609,20.155,20.095,32.265,22.075,6.34,0.0
940GZZLUMED,940GZZLUSWK,0.0,0.306,5.621,4.385,3.379,1.432,1.16,0.0
940GZZLUMED,940GZZLUBMY,0.0,0.345,6.56,4.876,5.068,2.926,0.934,0.0
940GZZLUMED,940GZZLUCWR,0.0,0.0,0.444,0.0,0.356,0.601,0.203,0.0
940GZZLUMGT,940GZZLUBBN,0.0,8.655,92.65,72.532,35.755,8.488,2.882,0.0
940GZZLUMGT,940GZZLUALD,0.0,8.38,353.462,183.838,192.908,37.86,17.328,0.0
940GZZLUMGT,940GZZLUADE,0.0,1.508,93.406,60.623,54.147,26.056,10.054,0.0
940GZZLUMGT,940GZZLUAGL,0.0,3.519,91.466,184.988,238.831,120.338,24.216,0.0
940GZZLUMGT,940GZZLUBST,0.0,6.031,97.661,263.112,477.867,133.034,29.658,0.0
940GZZLUMGT,940GZZLUBNK,0.0,49.387,700.803,410.162,635.026,272.467,68.223,0.0
940GZZLUMGT,940GZZLUBSC,0.0,0.0,0.158,4.618,8.949,6.358,1.449,0.0
940GZZLUMGT,940GZZLUBWT,0.0,0.146,0.38300002,4.027,7.611,4.216,1.645,0.0
940GZZLUMGT,940GZZLUBLG,0.0,0.134,3.523,10.406,13.806,8.063,3.576,0.0
940GZZLUMGT,940GZZLUBKF,0.0,0.26500002,6.605,23.063,27.054,4.942,1.132,0.0
940GZZLUMGT,940GZZLUBND,0.0,0.213,4.14,34.793,24.149,5.098,0.842,0.0
940GZZLUMGT,940GZZLUBOR,0.0,7.759,144.669,110.039,90.42,54.642,21.089,0.0
940GZZLUMGT,940GZZLUCAR,0.0,0.894,1.783,12.778,37.01,18.002,5.639,0.0
940GZZLUMGT,940GZZLUCTN,0.0,1.6209999,28.799,125.403,249.826,87.947,23.862,0.0
940GZZLUMGT,940GZZLUCST,0.0,0.2,4.653,5.071,6.432,1.403,0.598,0.0
940GZZLUMGT,940GZZLUCHL,0.0,0.098000005,4.684,15.481,7.827,2.2,0.621,0.0
940GZZLUMGT,940GZZLUEMB,0.0,0.508,11.868,52.413,46.798,7.531,1.482,0.0
940GZZLUMGT,940GZZLUCGN,0.0,0.0,1.988,35.656,59.981,9.455,0.189,0.0
940GZZLUMGT,940GZZLUECT,0.0,0.082,1.029,13.286,19.447,17.778,7.024,0.0
940GZZLUMGT,940GZZLUERC,0.0,4.719,27.324,51.613,113.393,46.451,11.37,0.0
940GZZLUMGT,940GZZLUEAC,0.0,9.799,171.829,191.375,288.412,151.747,69.619,0.0
940GZZLUMGT,940GZZLUEUS,0.0,6.114,37.536,407.172,1009.742,207.906,44.183,0.0
940GZZLUMGT,940GZZLUESQ,0.0,1.706,40.429,169.598,336.593,43.711998,9.236,0.0
940GZZLUMGT,940GZZLUFCN,0.0,14.919,386.155,511.473,709.28,283.676,63.775,0.0
940GZZLUMGT,940GZZLUFYR,0.0,0.006,3.266,36.303,154.444,76.035,12.564,0.0
940GZZLUMGT,940GZZLUFPK,0.0,0.027,0.292,3.961,1.539,9.124001,6.41,0.0
940GZZLUMGT,940GZZLUFBY,0.0,0.0,0.342,9.027,20.086,8.619,2.401,0.0
940GZZLUMGT,940GZZLUGTR,0.0,0.346,2.003,15.828,31.255001,11.301,6.824,0.0
940GZZLUMGT,940GZZLUGDG,0.0,0.0,1.041,7.462,9.512,2.167,0.953,0.0
940GZZLUMGT,940GZZLUGPS,0.0,0.725,52.508,143.989,142.627,39.655,7.271,0.0
940GZZLUMGT,940GZZLUGPK,0.0,0.34600002,18.857,108.146,79.901,15.071,3.225,0.0
940GZZLUMGT,940GZZLUHSD,0.0,0.0,1.212,4.337,14.112,5.662,1.203,0.0
940GZZLUMGT,940GZZLUHSK,0.0,0.705,19.775,28.861,44.308,19.819,3.04,0.0
940GZZLUMGT,940GZZLUHBN,0.0,0.0,5.478,23.925,16.673,6.31,0.544,0.0
940GZZLUMGT,940GZZLUHPK,0.0,0.0,0.683,0.689,1.006,0.907,0.025,0.0
940GZZLUMGT,940GZZLUHWY,0.0,0.0,1.263,9.027,21.608,9.897,5.1480002,0.0
940GZZLUMGT,940GZZLUHPC,0.0,0.0,2.757,6.241,5.266,0.535,0.214,0.0
940GZZLUMGT,940GZZLUKNG,0.0,0.4,21.198,37.335,88.67,59.999,23.986,0.0
940GZZLUMGT,940GZZLUKSH,0.0,0.092,5.81,29.748,102.71,52.323997,17.955,0.0
940GZZLUMGT,940GZZLUKBN,0.0,0.23,1.761,11.648,58.713,29.07,10.227,0.0
940GZZLUMGT,940GZZLUKSX,0.0,8.051,64.269,562.484,1055.872,216.069,57.668,0.0
940GZZLUMGT,940GZZLUKNB,0.0,1.025,2.955,18.263,20.133,4.509,1.356,0.0
940GZZLUMGT,940GZZLULBN,0.0,0.0,5.509,11.47,14.011,4.304,3.218,0.0
940GZZLUMGT,940GZZLULGT,0.0,0.0,0.021,2.63,4.792,1.651,0.728,0.0
940GZZLUMGT,940GZZLULSQ,0.0,0.078,2.109,36.665,60.104,14.258,3.749,0.0
940GZZLUMGT,940GZZLULVT,0.0,16.532,200.115,189.951,270.865,72.935,37.604,0.0
940GZZLUMGT,940GZZLULNB,0.0,38.131,610.909,810.993,1566.456,681.506,255.952,0.0
940GZZLUMGT,940GZZLUMSH,0.0,0.454,4.221,3.377,2.411,0.61,0.012,0.0
940GZZLUMGT,940GZZLUMBA,0.0,0.0,0.85,8.043,6.576,1.345,1.162,0.0
940GZZLUMGT,940GZZLUMYB,0.0,0.091,2.647,20.148,51.412,12.449,3.88,0.0
940GZZLUMGT,940GZZLUMED,0.0,1.535,19.682,28.978,42.587,20.757,13.055,0.0
940GZZLUMGT,940GZZLUMTC,0.0,0.248,2.497,6.239,4.778,2.603,2.084,0.0
940GZZLUMGT,940GZZLUNHG,0.0,1.362,4.271,8.692,12.391,6.507,2.869,0.0
940GZZLUMGT,940GZZLUODS,0.0,0.191,19.442,64.367,31.323,13.767,3.691,0.0
940GZZLUMGT,940GZZLUOVL,0.0,3.025,60.014,67.207,177.349,96.207,40.437,0.0
940GZZLUMGT,940GZZLUOXC,0.0,0.612,6.796,73.222,67.15,12.052,1.808,0.0
940GZZLUMGT,940GZZLUPAC,0.0,12.402,91.684,415.864,813.382,182.881,40.31,0.0
940GZZLUMGT,940GZZLUPCC,0.0,0.0,5.404,61.65,66.853,14.734,1.087,0.0
940GZZLUMGT,940GZZLUQWY,0.0,0.0,0.185,2.529,2.771,1.97,0.822,0.0
940GZZLUMGT,940GZZLURGP,0.0,0.0,0.0,0.94,0.813,0.125,0.0,0.0
940GZZLUMGT,940GZZLURYO,0.0,0.14,4.7660003,15.027,65.108,42.035,7.482,0.0
940GZZLUMGT,940GZZLURSQ,0.0,0.0,2.6200001,14.502,18.767,4.914,1.246,0.0
940GZZLUMGT,940GZZLUSJP,0.0,0.601,29.109,56.635,28.995,11.025,2.828,0.0
940GZZLUMGT,940GZZLUSJW,0.0,0.0,3.43,17.766,65.655,35.099,5.625,0.0
940GZZLUMGT,940GZZLUSPU,0.0,0.141,4.929,8.434,3.989,1.011,0.13,0.0
940GZZLUMGT,940GZZLUSBC,0.0,0.144,0.519,3.456,9.209,3.904,1.145,0.0
940GZZLUMGT,940GZZLUSSQ,0.0,1.402,12.589,38.927002,49.108,21.404,5.312,0.0
940GZZLUMGT,940GZZLUSKS,0.0,0.161,6.324,54.194,64.571,20.667,5.855,0.0
940GZZLUMGT,940GZZLUSKW,0.0,3.585,16.51,49.388,198.925,103.613,40.856,0.0
940GZZLUMGT,940GZZLUCHX,0.0,0.0,1.854,16.831,25.583,5.625,0.164,0.0
940GZZLUMGT,940GZZLUSWC,0.0,0.071,1.897,9.644,36.869,24.453,5.676,0.0
940GZZLUMGT,940GZZLUTMP,0.0,0.0,5.465,20.809,12.869,2.312,0.192,0.0
940GZZLUMGT,940GZZLUTCR,0.0,0.0,2.643,34.476,32.749,11.141,1.921,0.0
940GZZLUMGT,940GZZLUTWH,0.0,3.938,73.403,82.668,129.816,20.646,10.773,0.0
940GZZLUMGT,940GZZLUVIC,0.0,2.293,9.572,115.642,184.784,58.424,20.587,0.0
940GZZLUMGT,940GZZLUWRR,0.0,0.198,2.228,5.836,7.421,1.475,0.169,0.0
940GZZLUMGT,940GZZLUWKA,0.0,0.0,0.839,6.765,27.841,18.974,2.352,0.0
940GZZLUMGT,940GZZLUWLO,0.0,3.233,34.363,136.925,322.096,145.522,69.491,0.0
940GZZLUMGT,940GZZLUWBN,0.0,0.0,0.746,3.671,7.672,2.761,0.333,0.0
940GZZLUMGT,940GZZLUWHP,0.0,1.485,1.4810001,13.379,84.384,38.302002,7.262,0.0
940GZZLUMGT,940GZZLUWKN,0.0,0.009000001,0.198,3.934,6.472,8.358,3.207,0.0
940GZZLUMGT,940GZZLUWSM,0.0,1.135,35.087,56.934,27.573,8.368,2.007,0.0
940GZZLUMGT,940GZZLUWPL,0.0,4.394,22.705,51.267,91.525,51.409,16.885,0.0
940GZZLUMGT,940GZZLUWIG,0.0,0.0,1.664,17.458,68.445,32.462,9.568,0.0
940GZZLUMGT,940GZZLUERB,0.0,0.0,0.15,1.599,4.851,1.218,0.108,0.0
940GZZLUMGT,940GZZLUPCO,0.0,0.0,1.7590001,18.52,33.275,17.805,6.428,0.0
940GZZLUMGT,940GZZLUVXL,0.0,0.29,5.962,37.257,77.167,30.775,9.71,0.0
940GZZLUMGT,940GZZLUBXN,0.0,1.501,21.53,70.848,317.545,182.392,87.906,0.0
940GZZLUMGT,940GZZLUSWK,0.0,1.489,28.721,44.687,45.813,13.277,3.876,0.0
940GZZLUMGT,940GZZLUBMY,0.0,1.312,12.111,26.791,70.424,32.442,14.801,0.0
940GZZLUMGT,940GZZLUCWR,0.0,1.107,9.582,60.457,131.426,102.878,37.293,0.0
940GZZLUMTC,940GZZLUBBN,0.0,0.0,0.242,1.149,0.858,0.12900001,0.0,0.0
940GZZLUMTC,940GZZLUALD,0.0,0.0,1.894,2.202,1.817,0.35300002,0.373,0.0
940GZZLUMTC,940GZZLUADE,0.0,0.0,1.553,3.346,3.895,0.332,1.071,0.0
940GZZLUMTC,940GZZLUAGL,0.0,0.058000002,4.416,10.578,16.675,6.663,1.03,0.0
940GZZLUMTC,940GZZLUBST,0.0,0.0,0.643,1.862,1.966,0.513,0.0,0.0
940GZZLUMTC,940GZZLUBNK,0.0,2.223,27.988,25.844,47.261,12.034,2.816,0.0
940GZZLUMTC,940GZZLUBSC,0.0,0.148,2.954,1.99,5.643,2.066,1.528,0.0
940GZZLUMTC,940GZZLUBLG,0.0,0.0,2.524,3.687,16.19,2.852,1.962,0.0
940GZZLUMTC,940GZZLUBKF,0.0,0.95,9.763,4.652,5.85,0.57,0.701,0.0
940GZZLUMTC,940GZZLUBND,0.0,0.072,9.427,21.718,14.843,1.723,0.113,0.0
940GZZLUMTC,940GZZLUBOR,0.0,0.0,3.503,3.9029999,5.084,1.352,0.347,0.0
940GZZLUMTC,940GZZLUCAR,0.0,0.0,0.114,1.216,1.414,0.324,0.191,0.0
940GZZLUMTC,940GZZLUCTN,0.0,0.0,2.309,10.658,5.42,3.742,0.599,0.0
940GZZLUMTC,940GZZLUCST,0.0,0.155,1.503,1.658,3.064,1.187,0.161,0.0
940GZZLUMTC,940GZZLUCHL,0.0,0.417,10.269,14.878,5.221,0.451,0.806,0.0
940GZZLUMTC,940GZZLUEMB,0.0,0.141,6.783,11.863,13.563,3.828,1.661,0.0
940GZZLUMTC,940GZZLUCGN,0.0,0.0,0.785,4.153,3.612,0.288,0.0,0.0
940GZZLUMTC,940GZZLUECT,0.0,0.386,2.569,5.682,7.81,3.129,1.683,0.0
940GZZLUMTC,940GZZLUEAC,0.0,0.0,2.622,7.919,23.245,5.317,2.642,0.0
940GZZLUMTC,940GZZLUEUS,0.0,1.465,9.617,44.22,58.068,18.211,6.403,0.065
940GZZLUMTC,940GZZLUFCN,0.0,0.0,0.364,2.478,1.286,0.112,0.313,0.0
940GZZLUMTC,940GZZLUFYR,0.0,0.0,0.523,0.79300004,0.314,0.352,0.28,0.0
940GZZLUMTC,940GZZLUFPK,0.0,0.0,0.895,7.852,15.319,4.959,1.923,0.0
940GZZLUMTC,940GZZLUFBY,0.0,0.594,4.056,2.34,6.6019998,1.795,1.279,0.0
940GZZLUMTC,940GZZLUGTR,0.0,0.646,1.441,5.226,6.422,2.038,0.589,0.0
940GZZLUMTC,940GZZLUGDG,0.0,0.331,29.203,79.998,32.119,7.205,1.811,0.0
940GZZLUMTC,940GZZLUGPK,0.0,1.023,10.323,18.497,10.629,2.952,0.322,0.0
940GZZLUMTC,940GZZLUHSD,0.0,0.124000005,8.976,7.722,14.709,3.024,1.865,0.0
940GZZLUMTC,940GZZLUHAI,0.0,0.094000004,2.973,11.923,33.063,11.696,2.924,0.0
940GZZLUMTC,940GZZLUHSK,0.0,0.106,1.423,2.184,2.483,0.15,0.123,0.0
940GZZLUMTC,940GZZLUHBN,0.0,0.0,3.7020001,10.453,6.583,1.284,0.585,0.0
940GZZLUMTC,940GZZLUHPK,0.0,0.0,4.689,2.321,1.916,1.977,0.442,0.0
940GZZLUMTC,940GZZLUHWY,0.0,0.214,0.591,1.447,1.05,0.83100003,0.120000005,0.0
940GZZLUMTC,940GZZLUHPC,0.0,0.09,3.177,4.107,1.649,0.435,0.0,0.0
940GZZLUMTC,940GZZLUKNG,0.0,0.0,7.62,11.278,21.143,6.946,2.49,0.0
940GZZLUMTC,940GZZLUKSH,0.0,0.664,15.031,30.366,32.764,9.994,3.966,0.001
940GZZLUMTC,940GZZLUKBN,0.0,0.0,0.0,0.767,0.62,0.39000002,0.168,0.0
940GZZLUMTC,940GZZLUKSX,0.0,1.389,2.521,16.534,22.907999,5.435,2.931,0.0
940GZZLUMTC,940GZZLUKNB,0.0,0.0,4.831,7.512,5.574,1.442,0.099,0.0
940GZZLUMTC,940GZZLULBN,0.0,0.194,2.266,4.61,4.869,0.867,1.646,0.0
940GZZLUMTC,940GZZLULGT,0.0,0.0,0.139,3.193,3.363,0.492,0.0,0.0
940GZZLUMTC,940GZZLULSQ,0.0,2.206,27.487,71.157,90.805,25.403,10.2699995,0.0
940GZZLUMTC,940GZZLULVT,0.0,0.217,4.799,19.835,42.38,4.43,1.776,0.0
940GZZLUMTC,940GZZLULNB,0.0,0.277,11.303,24.62,57.724,11.84,6.823,0.0
940GZZLUMTC,940GZZLUMSH,0.0,0.744,3.083,1.571,1.597,0.366,0.015,0.0
940GZZLUMTC,940GZZLUMBA,0.0,0.0,3.176,9.58,7.801,1.336,0.693,0.0
940GZZLUMTC,940GZZLUMYB,0.0,0.0,0.55,1.338,5.075,0.758,0.242,0.0
940GZZLUMTC,940GZZLUMED,0.0,0.0,1.872,7.02,11.8029995,3.322,0.768,0.0
940GZZLUMTC,940GZZLUMGT,0.0,0.078,3.723,9.329,11.695,2.091,0.233,0.0
940GZZLUMTC,940GZZLUNHG,0.0,0.122999996,2.083,5.784,5.594,2.333,0.525,0.0
940GZZLUMTC,940GZZLUODS,0.0,0.675,13.216,23.292,38.712,6.674,1.52,0.0
940GZZLUMTC,940GZZLUOVL,0.0,0.126,5.812,6.356,23.480999,7.432,3.5839999,0.0
940GZZLUMTC,940GZZLUOXC,0.0,1.571,12.676,46.192,44.399,5.594,1.45,0.0
940GZZLUMTC,940GZZLUPAC,0.0,0.0,2.424,5.955,7.23,2.445,0.006,0.0
940GZZLUMTC,940GZZLUPCC,0.0,0.0,1.426,8.496,6.259,1.542,0.32,0.0
940GZZLUMTC,940GZZLUQWY,0.0,0.0,1.513,3.665,5.65,1.673,0.28,0.0
940GZZLUMTC,940GZZLURSQ,0.0,0.0,0.0,2.056,1.186,0.597,0.208,0.0
940GZZLUMTC,940GZZLUSJP,0.0,0.060000002,14.229,5.629,7.269,0.894,0.507,0.0
940GZZLUMTC,940GZZLUSJW,0.0,0.0,0.316,0.472,0.821,0.202,0.182,0.0
940GZZLUMTC,940GZZLUSPU,0.0,1.67,10.153,15.503,5.506,0.30900002,0.003,0.0
940GZZLUMTC,940GZZLUSBC,0.0,1.257,4.956,6.622,19.382,4.582,1.325,0.0
940GZZLUMTC,940GZZLUSSQ,0.0,0.057000004,6.565,7.864,7.712,2.996,0.396,0.0
940GZZLUMTC,940GZZLUSKS,0.0,0.588,17.891,19.739,12.731,4.663,2.864,0.0
940GZZLUMTC,940GZZLUSKW,0.0,0.082,2.787,3.526,15.227,5.382,2.455,0.0
940GZZLUMTC,940GZZLUCHX,0.0,2.631,23.425,46.238,148.241,21.62,7.704,0.0
940GZZLUMTC,940GZZLUTMP,0.0,0.0,2.485,4.848,2.165,0.157,0.005,0.0
940GZZLUMTC,940GZZLUTCR,0.0,1.643,36.588,111.645,108.668,20.965,4.192,0.0
940GZZLUMTC,940GZZLUTWH,0.0,0.066,5.655,6.171,18.574,1.691,0.561,0.0
940GZZLUMTC,940GZZLUVIC,0.0,4.762,25.971,56.104,156.056,26.875,12.615,0.0
940GZZLUMTC,940GZZLUWRR,0.0,0.776,14.578,35.623,18.339,5.715,3.077,0.0
940GZZLUMTC,940GZZLUWKA,0.0,0.0,0.511,0.608,1.094,0.882,0.003,0.0
940GZZLUMTC,940GZZLUWLO,0.0,6.921,57.706,77.357,311.956,60.756,18.822,0.0
940GZZLUMTC,940GZZLUWBN,0.0,0.222,1.329,0.66400003,1.395,0.141,0.282,0.0
940GZZLUMTC,940GZZLUWHP,0.0,0.0,0.0,0.886,0.981,0.103,0.185,0.0
940GZZLUMTC,940GZZLUWKN,0.0,0.0,0.504,0.311,1.491,0.461,0.401,0.0
940GZZLUMTC,940GZZLUWSM,0.0,0.0,7.433,6.727,3.391,0.122,0.0,0.0
940GZZLUMTC,940GZZLUWPL,0.0,0.144,0.995,1.808,2.311,0.882,0.366,0.0
940GZZLUMTC,940GZZLUWIG,0.0,0.0,0.09,0.898,2.642,1.556,0.36900002,0.0
940GZZLUMTC,940GZZLUPCO,0.0,0.25,1.015,5.172,4.8450003,1.459,0.354,0.0
940GZZLUMTC,940GZZLUVXL,0.0,2.431,14.958,6.557,26.695,8.4140005,3.058,0.0
940GZZLUMTC,940GZZLUBXN,0.0,0.0,3.461,10.706,50.282,17.133,6.2269998,0.0
940GZZLUMTC,940GZZLUSWK,0.0,0.0,2.9,5.201,3.626,0.631,0.374,0.0
940GZZLUMTC,940GZZLUBMY,0.0,0.095,0.94,2.629,7.779,3.009,1.7030001,0.0
940GZZLUMTC,940GZZLUCWR,0.0,0.043,2.405,8.971,21.981,12.442,4.054,0.0
940GZZLUNHG,940GZZLUBBN,0.0,0.396,5.502,9.129,3.089,1.074,1.087,0.0
940GZZLUNHG,940GZZLUALD,0.0,0.8,21.488,14.561,9.689,3.0149999,1.418,0.0
940GZZLUNHG,940GZZLUADE,0.0,0.733,3.287,11.927,0.0,5.1870003,1.832,0.0
940GZZLUNHG,940GZZLUAGL,0.0,1.087,10.321,18.746,15.816,6.88,1.575,0.0
940GZZLUNHG,940GZZLUBST,0.0,2.042,53.563,0.0,45.107002,0.0,2.304,0.0
940GZZLUNHG,940GZZLUBNK,0.0,48.065,425.606,200.633,184.369,53.753,18.807,0.0
940GZZLUNHG,940GZZLUBSC,0.0,0.171,7.3259997,9.41,5.67,3.164,1.314,0.0
940GZZLUNHG,940GZZLUBWT,0.0,0.38300002,3.477,29.943,17.891,12.326,6.517,0.0
940GZZLUNHG,940GZZLUBLG,0.0,2.588,21.464,44.076,64.21,35.423,20.460001,0.01
940GZZLUNHG,940GZZLUBKF,0.0,7.137,38.494,31.782999,21.601,9.753,1.7540001,0.0
940GZZLUNHG,940GZZLUBND,0.0,7.462,241.781,345.288,149.154,32.175,3.8,0.0
940GZZLUNHG,940GZZLUBOR,0.0,0.0,3.451,5.593,2.917,3.21,0.84000003,0.0
940GZZLUNHG,940GZZLUCAR,0.0,0.317,2.558,4.934,8.343,4.794,1.577,0.0
940GZZLUNHG,940GZZLUCTN,0.0,1.251,13.68,72.93,21.295,8.146,2.016,0.001
940GZZLUNHG,940GZZLUCST,0.0,0.442,14.2369995,10.077,6.234,6.199,1.602,0.0
940GZZLUNHG,940GZZLUCHL,0.0,14.353,241.858,131.247,59.985,13.68,6.373,0.0
940GZZLUNHG,940GZZLUEMB,0.0,2.917,37.727,60.028,50.092,12.175,3.176,0.0
940GZZLUNHG,940GZZLUCGN,0.0,0.066,4.217,34.233,17.825,5.076,0.513,0.0
940GZZLUNHG,940GZZLUECT,0.0,1.112,38.409,110.605,60.161,34.651,16.073,0.0
940GZZLUNHG,940GZZLUERC,0.0,1.972,37.066,48.378,32.382,12.722,5.332,0.0
940GZZLUNHG,940GZZLUEAC,0.0,0.14400001,7.352,29.231,31.558,19.806,7.299,0.0
940GZZLUNHG,940GZZLUEUS,0.0,3.504,23.815,30.607,28.781,11.811,2.171,0.0
940GZZLUNHG,940GZZLUESQ,0.0,14.954,0.0,0.0,20.959,2.422,0.916,0.0
940GZZLUNHG,940GZZLUFCN,0.0,2.918,2.867,13.76,10.49,3.025,0.829,0.0
940GZZLUNHG,940GZZLUFYR,0.0,0.088,9.219,9.541,10.18,5.698,2.763,0.0
940GZZLUNHG,940GZZLUFPK,0.0,1.781,11.911,28.295,51.131,25.366001,15.886,0.0
940GZZLUNHG,940GZZLUFBY,0.0,0.989,50.77,70.122,43.366,29.39,7.925,0.0
940GZZLUNHG,940GZZLUGTR,0.0,2.864,26.304,79.724,36.275,20.264,7.132,0.0
940GZZLUNHG,940GZZLUGDG,0.0,0.336,6.854,8.589,3.538,2.069,0.213,0.0
940GZZLUNHG,940GZZLUGPS,0.0,16.554,0.0,0.0,15.073,0.0,0.835,0.0
940GZZLUNHG,940GZZLUGPK,0.0,4.293,49.925,68.031,25.748,5.706,0.503,0.0
940GZZLUNHG,940GZZLUHSD,0.0,0.416,13.598001,23.067,18.788,7.037,1.652,0.0
940GZZLUNHG,940GZZLUHAI,0.0,1.59,18.658,38.67,60.194,34.488,12.5130005,0.001
940GZZLUNHG,940GZZLUHSK,0.0,0.862,25.206,105.956,41.107,12.488,4.5429997,0.0
940GZZLUNHG,940GZZLUHBN,0.0,8.72,232.688,233.656,119.445,28.505,6.902,0.001
940GZZLUNHG,940GZZLUHPK,0.0,0.033,2.536,15.346,5.807,2.726,2.577,0.0
940GZZLUNHG,940GZZLUHWY,0.0,0.20300001,1.466,7.401,6.811,4.996,1.528,0.0
940GZZLUNHG,940GZZLUHPC,0.0,0.0,1.791,6.584,1.411,0.784,0.241,0.0
940GZZLUNHG,940GZZLUKNG,0.0,0.0,3.299,6.984,10.637,4.339,4.28,0.001
940GZZLUNHG,940GZZLUKSH,0.0,0.0,7.106,8.839,10.739,4.918,2.117,0.0
940GZZLUNHG,940GZZLUKBN,0.0,0.0,0.76,5.145,10.87,4.792,1.413,0.0
940GZZLUNHG,940GZZLUKSX,0.0,15.004,47.642002,120.005,73.121994,33.802002,13.594,0.0
940GZZLUNHG,940GZZLUKNB,0.0,0.142,6.607,38.44,14.105,2.405,0.088,0.0
940GZZLUNHG,940GZZLULBN,0.0,0.159,4.485,9.474,7.951,1.609,0.79399997,0.0
940GZZLUNHG,940GZZLULGT,0.0,0.117000006,4.401,32.997,19.187,9.176,5.988,0.0
940GZZLUNHG,940GZZLULSQ,0.0,0.526,8.03,36.729,23.955,8.837,1.842,0.0
940GZZLUNHG,940GZZLULVT,0.0,38.725998,408.952,254.374,286.725,96.782,33.668,0.003
940GZZLUNHG,940GZZLULNB,0.0,4.084,81.475,99.85,104.727,39.608,17.684,0.0
940GZZLUNHG,940GZZLUMSH,0.0,1.576,15.716,5.421,1.234,0.543,0.29,0.0
940GZZLUNHG,940GZZLUMBA,0.0,3.036,77.273,127.675,65.202,18.235,5.126,0.0
940GZZLUNHG,940GZZLUMYB,0.0,0.258,5.9309998,12.823,11.739,5.5559998,1.66,0.0
940GZZLUNHG,940GZZLUMED,0.0,0.233,18.659,41.715,36.063,20.788,10.393,0.011
940GZZLUNHG,940GZZLUMGT,0.0,1.901,7.692,6.474,4.223,2.674,0.397,0.0
940GZZLUNHG,940GZZLUMTC,0.0,0.0,2.425,3.417,4.833,1.471,1.126,0.0
940GZZLUNHG,940GZZLUODS,0.0,0.207,25.406,24.765,15.807,6.187,2.098,0.0
940GZZLUNHG,940GZZLUOVL,0.0,0.131,2.51,5.131,8.489,3.697,1.984,0.0
940GZZLUNHG,940GZZLUOXC,0.0,17.532,232.957,459.422,253.896,66.475,10.851,0.001
940GZZLUNHG,940GZZLUPAC,0.0,6.39,69.185,121.512,112.054,50.422,15.690001,0.0
940GZZLUNHG,940GZZLUPCC,0.0,0.609,26.264,57.967,38.769,13.716,1.84,0.0
940GZZLUNHG,940GZZLUQWY,0.0,0.0,4.151,27.326,16.992,8.016,4.242,0.0
940GZZLUNHG,940GZZLURGP,0.0,0.0,4.441,5.402,2.42,0.44,0.386,0.0
940GZZLUNHG,940GZZLURSQ,0.0,0.141,4.204,14.772,13.019,5.237,2.018,0.001
940GZZLUNHG,940GZZLUSJP,0.0,2.9580002,97.44,80.338,21.573,7.0490003,1.408,0.0
940GZZLUNHG,940GZZLUSJW,0.0,0.0,9.565,22.909,9.257,3.06,1.244,0.0
940GZZLUNHG,940GZZLUSPU,0.0,29.304,288.444,134.826,50.664,13.172,3.031,0.0
940GZZLUNHG,940GZZLUSBC,0.0,2.125,27.052,157.1,161.356,60.222,12.878,0.0
940GZZLUNHG,940GZZLUSSQ,0.0,1.8709999,107.965004,170.427,67.557,19.038,6.491,0.0
940GZZLUNHG,940GZZLUSKS,0.0,3.124,88.847,197.246,61.343002,28.303,6.607,0.0
940GZZLUNHG,940GZZLUSKW,0.0,0.408,2.552,11.64,22.936,11.673,4.65,0.001
940GZZLUNHG,940GZZLUCHX,0.0,0.323,19.62,38.211998,37.11,7.979,2.182,0.0
940GZZLUNHG,940GZZLUSWC,0.0,0.0,4.946,12.327,11.508,5.196,1.403,0.0
940GZZLUNHG,940GZZLUTMP,0.0,1.597,23.816,19.364,9.009,2.986,0.235,0.0
940GZZLUNHG,940GZZLUTCR,0.0,6.007,199.852,378.73898,235.092,70.024,14.62,0.0
940GZZLUNHG,940GZZLUTWH,0.0,1.02,32.864,57.765,29.347,7.966,2.238,0.0
940GZZLUNHG,940GZZLUVIC,0.0,9.352,83.006996,106.908,182.862,64.142,12.984,0.0
