from,to,early,morning,am_peak,inter_peak,pm_peak,evening,late,night
940GZZLUBBN,940GZZLUALD,0.0,3.22,55.164,143.617,202.204,46.664,13.378,0.0
940GZZLUBBN,940GZZLUADE,0.0,0.196,13.798,53.626,43.873,17.205,5.464,0.0
940GZZLUBBN,940GZZLUAGL,0.0,0.0,0.666,5.828,5.045,0.80799997,0.694,0.0
940GZZLUBBN,940GZZLUBST,0.0,5.234,66.857,184.958,269.745,70.011,22.183,0.0
940GZZLUBBN,940GZZLUBNK,0.0,1.16,26.505,64.38,88.958,24.728,7.443,0.0
940GZZLUBBN,940GZZLUBSC,0.0,0.518,1.426,2.878,4.082,4.595,2.065,0.0
940GZZLUBBN,940GZZLUBWT,0.0,0.378,0.624,8.357,0.0,9.094,2.168,0.0
940GZZLUBBN,940GZZLUBLG,0.0,0.0,4.13,17.394,27.412,13.933,5.799,0.0
940GZZLUBBN,940GZZLUBKF,0.0,0.005,1.278,5.94,6.174,2.224,0.679,0.0
940GZZLUBBN,940GZZLUBND,0.0,0.09,4.584,19.336,11.011,1.095,0.378,0.0
940GZZLUBBN,940GZZLUBOR,0.0,0.136,3.034,8.696,6.712,2.114,0.886,0.0
940GZZLUBBN,940GZZLUCAR,0.0,0.084,3.323,9.749,11.241,8.728,2.308,0.0
940GZZLUBBN,940GZZLUCTN,0.0,0.0,4.928,16.738,19.655,6.553,2.517,0.0
940GZZLUBBN,940GZZLUCST,0.0,0.0,1.844,9.773,15.426,3.583,2.3669999,0.0
940GZZLUBBN,940GZZLUCHL,0.0,0.0,0.486,1.517,0.493,0.120000005,0.414,0.0
940GZZLUBBN,940GZZLUEMB,0.0,0.0050000004,2.6430001,23.378,22.856,5.508,4.346,0.0
940GZZLUBBN,940GZZLUCGN,0.0,0.148,2.583,26.389,23.889,4.907,1.615,0.0
940GZZLUBBN,940GZZLUECT,0.0,0.322,4.163,11.518,11.841,10.142,7.98,0.0
940GZZLUBBN,940GZZLUERC,0.0,0.874,19.144,45.863,72.514,23.605,9.353,0.0
940GZZLUBBN,940GZZLUEAC,0.0,0.056,2.429,13.628,14.886,8.146,5.527,0.0
940GZZLUBBN,940GZZLUEUS,0.0,0.19500001,1.329,9.886,17.705,4.114,0.758,0.0
940GZZLUBBN,940GZZLUESQ,0.0,7.8859997,107.371,304.113,418.042,80.536,23.483,0.0
940GZZLUBBN,940GZZLUFCN,0.0,2.759,64.108,150.136,268.865,85.847,30.497,0.0
940GZZLUBBN,940GZZLUFYR,0.0,0.751,14.326,32.598,83.538,39.435,11.886,0.0
940GZZLUBBN,940GZZLUFPK,0.0,0.482,5.834,21.455,62.764,36.744,16.539,0.0
940GZZLUBBN,940GZZLUFBY,0.0,0.582,1.487,5.541,15.014,4.199,2.419,0.0
940GZZLUBBN,940GZZLUGTR,0.0,0.271,1.427,11.061,12.764,7.55,5.597,0.0
940GZZLUBBN,940GZZLUGPS,0.0,1.725,78.299,117.664,84.25,24.622,6.911,0.0
940GZZLUBBN,940GZZLUGPK,0.0,1.401,18.276,42.798,23.986,5.692,0.937,0.0
940GZZLUBBN,940GZZLUHSD,0.0,0.033,0.87,3.473,5.409,3.8070002,0.923,0.0
940GZZLUBBN,940GZZLUHAI,0.0,0.0,2.715,8.021,10.563,8.223,3.513,0.0
940GZZLUBBN,940GZZLUHSK,0.0,0.747,13.949,28.661,19.311,9.9800005,3.582,0.0
940GZZLUBBN,940GZZLUHBN,0.0,0.0,3.292,16.523,6.4570003,2.009,0.511,0.0
940GZZLUBBN,940GZZLUHPK,0.0,0.0,0.26500002,1.581,0.616,0.312,0.33,0.0
940GZZLUBBN,940GZZLUHWY,0.0,0.0,3.133,6.501,19.667,9.814,3.912,0.0
940GZZLUBBN,940GZZLUHPC,0.0,0.0,1.524,5.528,3.365,0.407,0.2,0.0
940GZZLUBBN,940GZZLUKNG,0.0,0.0,0.425,2.265,3.99,3.91,2.277,0.0
940GZZLUBBN,940GZZLUKSH,0.0,0.015000001,0.052,1.164,2.246,1.43,0.505,0.0
940GZZLUBBN,940GZZLUKBN,0.0,0.0,4.817,11.285,30.81,19.464,9.877,0.0
940GZZLUBBN,940GZZLUKSX,0.0,7.994,69.133,396.596,569.03503,122.524,53.796,0.0
940GZZLUBBN,940GZZLUKNB,0.0,0.08,2.9490001,16.19,11.897,1.952,0.56,0.0
940GZZLUBBN,940GZZLULBN,0.0,0.0,0.35,1.913,1.596,0.388,0.377,0.0
940GZZLUBBN,940GZZLULGT,0.0,0.0,0.382,0.939,1.147,0.389,0.265,0.0
940GZZLUBBN,940GZZLULSQ,0.0,0.385,5.211,26.078,31.039999,7.052,2.36,0.0
940GZZLUBBN,940GZZLULVT,0.0,12.566,90.807,461.785,984.039,257.153,57.978,0.0
940GZZLUBBN,940GZZLULNB,0.0,1.71,8.338,53.179,61.881,24.346,15.977,0.0
940GZZLUBBN,940GZZLUMSH,0.0,0.002,0.86,4.382,1.165,0.983,0.409,0.0
940GZZLUBBN,940GZZLUMBA,0.0,0.0,0.90500003,4.468,2.986,0.602,0.443,0.0
940GZZLUBBN,940GZZLUMYB,0.0,0.88,3.392,12.681,19.992,5.645,1.916,0.0
940GZZLUBBN,940GZZLUMED,0.0,0.223,10.266,51.738,81.406,28.098999,10.244,0.0
940GZZLUBBN,940GZZLUMGT,0.0,2.348,14.495,52.147,103.215,20.09,5.71,0.0
940GZZLUBBN,940GZZLUNHG,0.0,0.143,2.371,9.186,7.347,4.694,3.044,0.0
940GZZLUBBN,940GZZLUODS,0.0,0.0,1.125,8.078,4.4900002,1.836,0.589,0.0
940GZZLUBBN,940GZZLUOVL,0.0,0.068,1.13,4.402,11.271,5.997,3.51,0.0
940GZZLUBBN,940GZZLUOXC,0.0,1.627,13.712,61.821,43.535,6.834,1.185,0.0
940GZZLUBBN,940GZZLUPAC,0.0,10.051,63.561,279.5,495.077,106.978,41.735,0.0
940GZZLUBBN,940GZZLUPCC,0.0,0.73,9.731,44.282,31.584,8.315001,2.687,0.0
940GZZLUBBN,940GZZLUQWY,0.0,0.0,0.134,0.99,0.766,0.342,0.853,0.0
940GZZLUBBN,940GZZLURYO,0.0,0.143,3.264,16.262,41.916,24.583,7.287,0.0
940GZZLUBBN,940GZZLURSQ,0.0,0.0,2.246,11.636,11.211,4.547,3.164,0.0
940GZZLUBBN,940GZZLUSJP,0.0,0.0,13.1779995,22.714,5.673,1.823,1.372,0.0
940GZZLUBBN,940GZZLUSJW,0.0,0.124,3.882,12.962,22.457,9.212,5.351,0.0
940GZZLUBBN,940GZZLUSPU,0.0,0.0,0.525,1.324,1.397,0.009,0.0,0.0
940GZZLUBBN,940GZZLUSBC,0.0,0.0,0.534,4.432,4.342,1.388,0.922,0.0
940GZZLUBBN,940GZZLUSSQ,0.0,0.718,4.753,23.026001,21.964,4.738,4.56,0.0
940GZZLUBBN,940GZZLUSKS,0.0,0.248,14.793,37.565,27.118,9.226,4.6,0.0
940GZZLUBBN,940GZZLUSKW,0.0,0.087,0.512,3.897,16.38,5.9,1.583,0.0
940GZZLUBBN,940GZZLUCHX,0.0,0.0,0.859,5.102,3.77,1.142,0.053999998,0.0
940GZZLUBBN,940GZZLUSWC,0.0,0.059,3.224,8.371,18.15,8.457,3.272,0.0
940GZZLUBBN,940GZZLUTMP,0.0,0.0,2.279,7.422,3.681,0.828,0.244,0.0
940GZZLUBBN,940GZZLUTCR,0.0,0.0,0.927,12.63,11.108,1.79,1.5320001,0.0
940GZZLUBBN,940GZZLUTWH,0.0,0.736,16.21,64.299,99.45,17.184,4.98,0.0
940GZZLUBBN,940GZZLUVIC,0.0,4.755,33.29,84.69,132.557,53.561,31.149,0.0
940GZZLUBBN,940GZZLUWRR,0.0,0.0,0.199,2.576,2.411,0.414,0.105000004,0.0
940GZZLUBBN,940GZZLUWKA,0.0,0.201,0.875,6.3259997,15.623,8.759,3.165,0.0
940GZZLUBBN,940GZZLUWLO,0.0,0.036000002,5.424,30.606,56.208,18.717001,10.662,0.0
940GZZLUBBN,940GZZLUWBN,0.0,0.022,1.07,2.783,5.172,4.173,1.248,0.0
940GZZLUBBN,940GZZLUWHP,0.0,0.0,2.264,13.18,27.314,16.903,7.697,0.0
940GZZLUBBN,940GZZLUWKN,0.0,0.667,0.111,3.345,0.0,3.593,1.001,0.0
940GZZLUBBN,940GZZLUWSM,0.0,0.296,7.838,24.893,7.952,1.672,1.07,0.0
940GZZLUBBN,940GZZLUWPL,0.0,0.781,66.5,136.552,102.891,53.061,20.525,0.0
940GZZLUBBN,940GZZLUWIG,0.0,0.1,1.0550001,14.95,38.759,20.667,10.024,0.0
940GZZLUBBN,940GZZLUERB,0.0,0.0,1.112,0.941,1.786,0.596,0.176,0.0
940GZZLUBBN,940GZZLUPCO,0.0,0.488,4.3389997,12.069,18.652,11.343,2.989,0.0
940GZZLUBBN,940GZZLUVXL,0.0,1.406,6.66,26.34,68.161,23.724,9.882,0.0
940GZZLUBBN,940GZZLUBXN,0.0,0.131,2.555,13.339,48.729,21.993,7.285,0.0
940GZZLUBBN,940GZZLUSWK,0.0,0.0,0.165,2.382,2.335,0.53000003,0.238,0.0
940GZZLUBBN,940GZZLUBMY,0.0,0.0,1.399,3.906,6.038,5.23,2.185,0.0
940GZZLUBBN,940GZZLUCWR,0.0,0.0,0.665,3.79,12.147,4.266,2.308,0.0
940GZZLUALD,940GZZLUBBN,0.0,12.592,221.97,130.086,72.541,20.683,4.454,0.0
940GZZLUALD,940GZZLUADE,0.0,0.0,0.65500003,0.569,1.242,0.43,0.0,0.0
940GZZLUALD,940GZZLUAGL,0.0,0.092,17.159,19.182,33.838,12.412,2.256,0.0
940GZZLUALD,940GZZLUBST,0.0,12.491,167.155,116.84,225.649,39.398,10.673,0.0
940GZZLUALD,940GZZLUBNK,0.0,0.415,5.981,29.227,28.971,8.009,1.244,0.0
940GZZLUALD,940GZZLUBSC,0.0,0.0,0.468,0.493,0.764,0.696,0.0,0.0
940GZZLUALD,940GZZLUBWT,0.0,0.002,1.313,3.121,6.89,2.591,1.339,0.0
940GZZLUALD,940GZZLUBLG,0.0,0.0,0.611,5.741,7.335,3.099,1.157,0.0
940GZZLUALD,940GZZLUBKF,0.0,2.162,11.281,38.987,68.228,6.192,1.538,0.0
940GZZLUALD,940GZZLUBND,0.0,0.664,13.169,31.528,28.91,4.732,0.117,0.0
940GZZLUALD,940GZZLUBOR,0.0,0.16,1.088,4.377,2.543,0.657,0.007,0.0
940GZZLUALD,940GZZLUCAR,0.0,1.4779999,10.316,5.652,27.341,7.472,2.3730001,0.0
940GZZLUALD,940GZZLUCTN,0.0,0.0,8.431,25.307,27.286,8.566,2.29,0.0
940GZZLUALD,940GZZLUCST,0.0,0.304,4.741,24.528,66.655,9.302,1.2770001,0.0
940GZZLUALD,940GZZLUCHL,0.0,1.609,5.668,19.175,12.833,1.65,0.252,0.0
940GZZLUALD,940GZZLUEMB,0.0,1.511,14.669,50.117,62.045,12.774,1.747,0.0
940GZZLUALD,940GZZLUCGN,0.0,0.0,2.659,12.035,10.413,2.835,0.136,0.0
940GZZLUALD,940GZZLUECT,0.0,0.144,2.417,2.431,5.05,2.155,1.171,0.0
940GZZLUALD,940GZZLUERC,0.0,3.039,24.989,20.985,28.948,7.404,5.72,0.0
940GZZLUALD,940GZZLUEAC,0.0,0.0,1.376,8.86,13.076,2.448,0.51600003,0.0
940GZZLUALD,940GZZLUEUS,0.0,0.54,4.06,20.407999,43.671,5.294,0.669,0.0
940GZZLUALD,940GZZLUESQ,0.0,39.977,353.046,295.1,510.052,72.438,14.361,0.0
940GZZLUALD,940GZZLUFCN,0.0,26.259,677.834,302.537,446.885,87.991,21.125,0.0
940GZZLUALD,940GZZLUFYR,0.0,1.725,30.532,35.92,119.844,32.675,8.654,0.0
940GZZLUALD,940GZZLUFPK,0.0,0.293,8.693,19.873,66.194,29.342,7.686,0.0
940GZZLUALD,940GZZLUFBY,0.0,0.0,0.85,1.543,1.913,0.809,0.32,0.0
940GZZLUALD,940GZZLUGTR,0.0,0.0,0.986,7.22,14.235,5.17,1.231,0.0
940GZZLUALD,940GZZLUGDG,0.0,0.0,0.483,1.378,2.3730001,0.13700001,0.004,0.0
940GZZLUALD,940GZZLUGPS,0.0,12.902,228.341,85.258,81.677,19.944,2.652,0.0
940GZZLUALD,940GZZLUGPK,0.0,1.0879999,3.875,18.782,11.518,2.975,1.508,0.0
940GZZLUALD,940GZZLUHSD,0.0,0.0,0.69200003,1.882,4.821,1.619,0.223,0.0
940GZZLUALD,940GZZLUHAI,0.0,0.102,1.666,1.962,1.91,3.975,1.191,0.0
940GZZLUALD,940GZZLUHSK,0.0,3.815,18.329,26.654,27.445,9.329,2.006,0.0
940GZZLUALD,940GZZLUHBN,0.0,1.052,19.061,30.612,28.806,5.452,1.737,0.0
940GZZLUALD,940GZZLUHPK,0.0,0.0,3.979,2.065,1.92,0.233,0.316,0.0
940GZZLUALD,940GZZLUHWY,0.0,3.296,8.345,17.116,33.829,11.86,3.015,0.0
940GZZLUALD,940GZZLUHPC,0.0,0.0,1.216,3.53,0.834,0.633,0.158,0.0
940GZZLUALD,940GZZLUKNG,0.0,0.0,0.296,1.322,3.346,1.576,0.91899997,0.0
940GZZLUALD,940GZZLUKSH,0.0,0.07,1.5,3.8,11.423,4.8,0.642,0.0
940GZZLUALD,940GZZLUKBN,0.0,0.28300002,1.751,12.824,52.392,16.617,8.066,0.0
940GZZLUALD,940GZZLUKSX,0.0,56.61,351.993,371.664,809.25,117.308,29.522,0.0
940GZZLUALD,940GZZLUKNB,0.0,0.186,1.6159999,6.962,5.591,1.142,0.004,0.0
940GZZLUALD,940GZZLULBN,0.0,0.0,0.43,2.188,2.4689999,0.522,0.46,0.0
940GZZLUALD,940GZZLULGT,0.0,0.0,0.567,3.075,6.138,1.617,0.224,0.0
940GZZLUALD,940GZZLULSQ,0.0,0.0,1.177,12.505,14.044,3.649,0.321,0.0
940GZZLUALD,940GZZLULVT,0.0,12.05,67.071,143.01,326.915,80.136,28.75,0.0
940GZZLUALD,940GZZLULNB,0.0,0.8,2.266,16.007,16.729,5.167,4.415,0.0
940GZZLUALD,940GZZLUMSH,0.0,0.124,5.953,14.208,4.335,1.066,0.628,0.0
940GZZLUALD,940GZZLUMBA,0.0,0.43,5.332,15.37,11.333,3.2749999,1.167,0.0
940GZZLUALD,940GZZLUMYB,0.0,0.48299998,3.267,10.826,27.369,4.3,1.137,0.0
940GZZLUALD,940GZZLUMED,0.0,0.0,0.303,1.294,1.328,1.24,0.283,0.0
940GZZLUALD,940GZZLUMGT,0.0,8.617,112.113,125.427,269.937,64.056,17.279,0.0
940GZZLUALD,940GZZLUMTC,0.0,0.0,0.972,2.139,2.292,0.369,0.126,0.0
940GZZLUALD,940GZZLUNHG,0.0,1.217,7.695,12.5,16.992,5.412,0.913,0.0
940GZZLUALD,940GZZLUODS,0.0,0.0,8.801,12.955,9.926,2.744,1.067,0.0
940GZZLUALD,940GZZLUOVL,0.0,0.0,1.468,3.606,5.06,3.713,1.237,0.0
940GZZLUALD,940GZZLUOXC,0.0,1.087,15.331,68.106,61.918,9.656,0.559,0.0
940GZZLUALD,940GZZLUPAC,0.0,18.018,73.585,146.263,263.861,42.797,13.561,0.0
940GZZLUALD,940GZZLUPCC,0.0,0.0,4.766,24.37,28.0,5.966,0.944,0.0
940GZZLUALD,940GZZLUQWY,0.0,0.0,0.93,5.333,6.7,2.055,0.033,0.0
940GZZLUALD,940GZZLURYO,0.0,1.275,3.11,6.974,18.31,7.813,2.31,0.0
940GZZLUALD,940GZZLURSQ,0.0,0.289,7.42,8.486,14.951,3.162,0.566,0.0
940GZZLUALD,940GZZLUSJP,0.0,1.372,15.505,26.538,18.026001,4.664,0.763,0.0
940GZZLUALD,940GZZLUSJW,0.0,0.098000005,1.644,6.998,24.414,7.707,1.25,0.0
940GZZLUALD,940GZZLUSPU,0.0,0.0,4.127,8.732,3.609,0.004,0.114,0.0
940GZZLUALD,940GZZLUSBC,0.0,0.399,2.092,9.725,18.523,5.226,0.565,0.0
940GZZLUALD,940GZZLUSSQ,0.0,0.245,6.857,19.872,33.178,4.973,1.619,0.0
940GZZLUALD,940GZZLUSKS,0.0,0.83100003,10.505,29.68,29.379,6.617,1.488,0.0
940GZZLUALD,940GZZLUSKW,0.0,0.13599999,0.85,6.046,9.606,4.27,0.49600002,0.0
940GZZLUALD,940GZZLUCHX,0.0,0.0,0.708,3.247,1.482,1.022,0.0,0.0
940GZZLUALD,940GZZLUSWC,0.0,0.491,2.073,4.9700003,16.662,7.1480002,1.145,0.0
940GZZLUALD,940GZZLUTMP,0.0,0.26,8.565,20.93,18.48,1.799,0.268,0.0
940GZZLUALD,940GZZLUTCR,0.0,0.643,14.334,46.333,49.419,17.523,0.987,0.0
940GZZLUALD,940GZZLUTWH,0.0,0.248,4.5020003,14.011,8.1380005,4.375,0.741,0.0
940GZZLUALD,940GZZLUVIC,0.0,2.804,5.165,30.565,53.02,15.352,2.628,0.0
940GZZLUALD,940GZZLUWRR,0.0,0.18200001,0.635,1.476,1.312,0.01,0.058000002,0.0
940GZZLUALD,940GZZLUWKA,0.0,0.0,2.757,3.448,13.1710005,4.3650002,1.221,0.0
940GZZLUALD,940GZZLUWLO,0.0,0.226,3.889,26.083,58.332,20.772,6.801,0.0
940GZZLUALD,940GZZLUWBN,0.0,0.0,0.351,1.27,0.469,0.797,0.133,0.0
940GZZLUALD,940GZZLUWHP,0.0,0.0,9.187,11.024,62.174,18.831,6.962,0.0
940GZZLUALD,940GZZLUWKN,0.0,0.077,0.614,1.323,0.923,0.862,0.23,0.0
940GZZLUALD,940GZZLUWSM,0.0,0.138,14.951,35.72,20.486,3.769,0.712,0.0
940GZZLUALD,940GZZLUWPL,0.0,0.423,2.3240001,8.125,10.595,4.166,1.345,0.0
940GZZLUALD,940GZZLUWIG,0.0,0.36900002,5.943,12.234,68.025,22.121,6.0,0.0
940GZZLUALD,940GZZLUERB,0.0,0.0,1.488,1.032,5.211,0.529,0.39000002,0.0
940GZZLUALD,940GZZLUPCO,0.0,0.0,0.756,2.977,3.188,2.107,0.694,0.0
940GZZLUALD,940GZZLUVXL,0.0,0.439,3.766,8.981,12.6,4.363,0.838,0.0
940GZZLUALD,940GZZLUBXN,0.0,0.396,2.664,9.108,24.897,11.19,4.065,0.0
940GZZLUALD,940GZZLUSWK,0.0,0.0,0.668,1.91,2.126,0.154,0.0,0.0
940GZZLUALD,940GZZLUBMY,0.0,0.0,0.0,0.401,0.3,1.269,0.214,0.0
940GZZLUALD,940GZZLUCWR,0.0,0.254,0.0,1.466,0.549,0.345,0.189,0.0
940GZZLUADE,940GZZLUBBN,0.0,2.3,45.996,72.188,32.174,9.984,3.372,0.0
940GZZLUADE,940GZZLUALD,0.0,0.0,0.995,3.524,3.443,1.717,0.656,0.0
940GZZLUADE,940GZZLUAGL,0.0,0.062,20.399,31.353,29.273,13.04,1.896,0.0
940GZZLUADE,940GZZLUBST,0.0,8.328,45.255,98.421,61.597,20.681,7.064,0.0
940GZZLUADE,940GZZLUBNK,0.0,5.72,95.416,195.296,308.508,71.474,20.077,0.0
940GZZLUADE,940GZZLUBSC,0.0,0.503,7.114,7.2730002,15.366,8.772,3.143,0.0
940GZZLUADE,940GZZLUBWT,0.0,0.278,0.0,5.709,0.0,4.3980002,1.196,0.0
940GZZLUADE,940GZZLUBLG,0.0,0.111,0.09,6.18,5.942,2.941,0.984,0.0
940GZZLUADE,940GZZLUBKF,0.0,10.658,165.092,187.684,318.337,92.167,16.421,0.0
940GZZLUADE,940GZZLUBND,0.0,7.38,39.309002,78.731,40.596,8.967,3.197,0.0
940GZZLUADE,940GZZLUBOR,0.0,0.149,7.91,16.882,8.06,5.402,2.087,0.0
940GZZLUADE,940GZZLUCAR,0.0,0.234,3.064,5.457,12.712,4.437,1.9810001,0.0
940GZZLUADE,940GZZLUCTN,0.0,0.475,16.572,54.441,35.225,13.763,4.751,0.0
940GZZLUADE,940GZZLUCST,0.0,5.896,85.396,105.474,364.203,83.325,13.7699995,0.0
940GZZLUADE,940GZZLUCHL,0.0,0.608,9.651,25.044,12.368,1.76,0.206,0.0
940GZZLUADE,940GZZLUEMB,0.0,4.656,131.288,237.427,288.13998,76.832,11.807,0.0
940GZZLUADE,940GZZLUCGN,0.0,0.0,3.49,21.186,9.111,3.373,0.213,0.0
940GZZLUADE,940GZZLUECT,0.0,2.067,21.581,44.532,67.696,50.676,16.44,0.0
940GZZLUADE,940GZZLUERC,0.0,3.133,19.067,32.141,29.483,14.619,7.219,0.0
940GZZLUADE,940GZZLUEAC,0.0,0.176,18.568,40.26,27.102,14.012,3.793,0.0
940GZZLUADE,940GZZLUEUS,0.0,1.365,13.905,27.214,42.216,15.462,1.291,0.0
940GZZLUADE,940GZZLUESQ,0.0,7.606,105.81,192.338,130.715,33.704,8.747,0.0
940GZZLUADE,940GZZLUFCN,0.0,11.3949995,140.50099,136.881,138.625,48.924,14.963,0.0
940GZZLUADE,940GZZLUFYR,0.0,0.176,1.137,2.109,2.839,1.621,1.164,0.0
940GZZLUADE,940GZZLUFPK,0.0,0.382,2.274,15.2890005,25.973,14.9939995,8.429,0.0
940GZZLUADE,940GZZLUFBY,0.0,1.088,9.13,20.859,51.068,22.301,4.813,0.0
940GZZLUADE,940GZZLUGTR,0.0,0.989,20.828001,40.298,55.819,24.333,6.15,0.0
940GZZLUADE,940GZZLUGDG,0.0,0.518,13.65,11.1,9.549,1.949,0.532,0.0
940GZZLUADE,940GZZLUGPS,0.0,2.968,30.098999,54.318,29.833,9.792,3.283,0.0
940GZZLUADE,940GZZLUGPK,0.0,5.231,46.348,55.785,35.374,9.419,1.193,0.0
940GZZLUADE,940GZZLUHSD,0.0,1.448,32.745,30.292,66.351,21.15,4.985,0.0
940GZZLUADE,940GZZLUHAI,0.0,0.139,0.23900001,1.798,0.321,1.449,0.222,0.0
940GZZLUADE,940GZZLUHSK,0.0,2.099,10.083,15.443,8.378,6.153,0.976,0.0
940GZZLUADE,940GZZLUHBN,0.0,1.556,50.778,62.159,31.633,6.31,1.579,0.0
940GZZLUADE,940GZZLUHPK,0.0,0.062000003,1.267,2.532,2.246,1.424,0.513,0.0
940GZZLUADE,940GZZLUHWY,0.0,0.0,3.6759999,15.61,10.274,6.743,2.014,0.0
940GZZLUADE,940GZZLUHPC,0.0,1.029,2.3240001,8.71,5.107,1.298,0.336,0.0
940GZZLUADE,940GZZLUKNG,0.0,0.0,2.781,5.952,13.706,8.6710005,3.932,0.0
940GZZLUADE,940GZZLUKOY,0.0,0.0,0.0,0.0,0.0,0.146,0.0,0.0
940GZZLUADE,940GZZLUKSH,0.0,0.111,2.354,5.035,8.321,5.909,1.8690001,0.0
940GZZLUADE,940GZZLUKBN,0.0,0.0,1.799,7.682,7.452,6.643,2.047,0.0
940GZZLUADE,940GZZLUKSX,0.0,24.6,111.194,262.61,238.609,74.183,26.243,0.0
940GZZLUADE,940GZZLUKNB,0.0,0.34,12.814,33.785,22.966,4.343,0.856,0.0
940GZZLUADE,940GZZLULBN,0.0,0.099,4.3980002,8.464,9.5789995,3.387,1.582,0.0
940GZZLUADE,940GZZLULGT,0.0,0.0,2.326,4.242,4.483,1.983,0.327,0.0
940GZZLUADE,940GZZLULSQ,0.0,0.615,17.266,80.576,69.626,29.179,5.363,0.0
940GZZLUADE,940GZZLULVT,0.0,11.232,47.524,151.949,197.44499,76.405,22.73,0.0
940GZZLUADE,940GZZLULNB,0.0,0.685,25.098,67.899,65.918,27.314001,8.679,0.0
940GZZLUADE,940GZZLUMSH,0.0,4.232,80.347,56.854,28.155,7.03,1.381,0.0
940GZZLUADE,940GZZLUMBA,0.0,1.039,7.033,19.79,19.568,4.443,1.577,0.0
940GZZLUADE,940GZZLUMYB,0.0,2.486,7.75,14.253,15.518,5.375,1.607,0.0
940GZZLUADE,940GZZLUMED,0.0,0.551,22.994,90.056,152.714,66.655,25.165,0.0
940GZZLUADE,940GZZLUMGT,0.0,5.512,65.770996,68.526,81.973,24.003,11.24,0.0
940GZZLUADE,940GZZLUMTC,0.0,0.0,2.049,3.238,1.796,0.983,0.525,0.0
940GZZLUADE,940GZZLUNHG,0.0,1.798,0.0,22.788,0.0,8.984,0.816,0.0
940GZZLUADE,940GZZLUODS,0.0,0.056,7.683,18.526,15.161,7.977,1.95,0.0
940GZZLUADE,940GZZLUOVL,0.0,0.144,7.287,9.065,19.95,12.345,2.805,0.0
940GZZLUADE,940GZZLUOXC,0.0,3.912,50.422,152.792,108.697,23.623,4.003,0.0
940GZZLUADE,940GZZLUPAC,0.0,12.692,67.546,119.564,167.941,51.218,12.168,0.0
940GZZLUADE,940GZZLUPCC,0.0,3.191,61.007,93.659,94.548,29.321,4.645,0.0
940GZZLUADE,940GZZLUQWY,0.0,0.0,3.004,8.275,6.884,3.756,1.27,0.0
940GZZLUADE,940GZZLURGP,0.0,0.0,0.574,2.893,2.107,0.421,0.0,0.0
940GZZLUADE,940GZZLURYO,0.0,1.256,3.491,7.02,15.466,5.979,3.125,0.0
940GZZLUADE,940GZZLURSQ,0.0,0.078999996,5.204,11.272,9.221,4.354,1.261,0.0
940GZZLUADE,940GZZLUSJP,0.0,4.103,117.392,121.924,59.664,16.917,4.433,0.0
940GZZLUADE,940GZZLUSJW,0.0,0.798,2.44,6.701,7.3190002,5.632,1.207,0.0
940GZZLUADE,940GZZLUSPU,0.0,0.094000004,4.411,11.49,3.528,0.745,0.22,0.0
940GZZLUADE,940GZZLUSBC,0.0,0.375,2.544,8.94,13.397,5.239,1.186,0.0
940GZZLUADE,940GZZLUSSQ,0.0,4.073,58.836,93.333,110.717,46.639,9.893,0.0
940GZZLUADE,940GZZLUSKS,0.0,4.507,79.558,165.23601,95.752,38.854,9.503,0.0
940GZZLUADE,940GZZLUSKW,0.0,0.096,4.572,8.483,31.181,13.969,5.57,0.0
940GZZLUADE,940GZZLUCHX,0.0,0.286,1.948,8.3810005,6.524,1.994,0.547,0.0
940GZZLUADE,940GZZLUSWC,0.0,0.878,1.53,3.271,5.307,4.945,0.858,0.0
940GZZLUADE,940GZZLUTMP,0.0,1.21,195.816,326.813,104.289,21.309,5.6540003,0.0
940GZZLUADE,940GZZLUTCR,0.0,4.196,45.092,113.803,76.412,25.798,4.439,0.0
940GZZLUADE,940GZZLUTWH,0.0,1.11,25.453,85.655,75.306,23.523,4.677,0.0
940GZZLUADE,940GZZLUVIC,0.0,4.626,31.987999,72.143,150.374,63.888,14.842,0.0
940GZZLUADE,940GZZLUWRR,0.0,0.421,3.731,3.852,1.438,0.561,0.227,0.0
940GZZLUADE,940GZZLUWKA,0.0,0.0,1.006,2.556,6.262,2.991,0.724,0.0
940GZZLUADE,940GZZLUWLO,0.0,9.903,49.227,108.143,302.88,72.827,18.376,0.0
940GZZLUADE,940GZZLUWBN,0.0,0.283,11.328,10.173,18.942,7.9830003,2.434,0.0
940GZZLUADE,940GZZLUWHP,0.0,0.0,4.333,3.774,5.672,4.0099998,0.977,0.0
940GZZLUADE,940GZZLUWKN,0.0,1.278,16.261,24.456,48.736,23.482,9.27,0.0
940GZZLUADE,940GZZLUWSM,0.0,2.461,100.576996,138.162,58.467,22.327,4.18,0.0
940GZZLUADE,940GZZLUWPL,0.0,4.2269998,81.955,228.683,459.081,209.33301,55.913,0.0
940GZZLUADE,940GZZLUWIG,0.0,0.0,0.682,5.344,6.77,3.528,1.615,0.0
940GZZLUADE,940GZZLUERB,0.0,0.0,1.55,2.421,3.56,1.39,0.572,0.0
940GZZLUADE,940GZZLUPCO,0.0,0.153,4.685,12.211,16.485,5.046,2.5310001,0.0
940GZZLUADE,940GZZLUVXL,0.0,3.36,19.674,26.818,57.284,24.491,7.33,0.0
