pattern,demand_profile,demand_band,request_every_seconds,offered_per_minute,burst_size,seed,policy,routing_policy,shared_ride_party_limit,shared_parties,focus_station,window_start_seconds,window_end_seconds,actual_end_seconds,arrival_window_seconds,arrival_end_seconds,schedule_id,scheduled,served,remaining,skipped,completed_at_arrival_end,backlog_at_arrival_end,arrival_throughput_per_minute,completed_at_arrival_midpoint,backlog_at_arrival_midpoint,late_arrival_throughput_per_minute,late_backlog_change,drained,drain_seconds,peak_pending,peak_outstanding,peak_active_vehicles,peak_passenger_vehicles,peak_stopped_vehicles,peak_focus_approaching,peak_focus_entrance_stopped,peak_focus_exit_stopped,peak_focus_occupied_berths,peak_focus_reserved_empty_berths,queue_cleared,queue_clear_seconds,wait_average_seconds,wait_maximum_seconds,passenger_distance_meters,empty_distance_meters,loaded_distance_percent,positioning_moves
profile,tfl-numbat-2019-midweek,late,6,9.966666666666667,1,3,on,free-flow,1,0,940GZZLUEUS,0,3900,2663,1800,1794,fc6ee2bcadca4be9,299,299,0,0,197,102,6.566666666666666,62,87,9,15,true,863,45,107,103,65,3,2,0,0,2,1,true,455,197.50624303233,553.2833333333333,1568306.9163741125,1074201.7243227083,59.34916890037321,44
profile,tfl-numbat-2019-midweek,late,5.4545449999999995,11,1,1,on,free-flow,1,0,940GZZLUEUS,0,3900,3092,1800,1798.5,a742cd2d2261b9db,330,330,0,0,202,128,6.733333333333333,67,98,9,30,true,1292,61,128,114,75,2,2,0,1,1,2,true,777.5,243.1510101010101,794.45,1813121.4612940138,1426574.386325484,55.965792672367094,54
profile,tfl-numbat-2019-midweek,late,5.4545449999999995,11,1,2,on,free-flow,1,0,940GZZLUEUS,0,3900,2938,1800,1798.5,be1a4b815253bd7f,330,330,0,0,199,131,6.633333333333334,62,103,9.133333333333333,28,true,1138,67,134,114,72,3,3,0,0,1,1,true,566.5,257.400101010101,941.3166666666667,1843383.5480762506,1430048.9588207747,56.313473523351895,52
profile,tfl-numbat-2019-midweek,late,5.4545449999999995,11,1,3,on,free-flow,1,0,940GZZLUEUS,0,3900,2930,1800,1798.5,aeaa655b97568ddc,330,330,0,0,209,121,6.966666666666667,67,98,9.466666666666667,23,true,1130,55,121,114,76,3,3,0,1,2,1,true,665.5,219.87959595959595,708.35,1730946.4213699359,1382419.9782112108,55.597260303278375,49
profile,tfl-numbat-2019-midweek,late,5,11.966666666666667,1,1,on,free-flow,1,0,940GZZLUEUS,0,3900,3453,1800,1795,c4d654bacd1c393f,359,359,0,0,214,145,7.133333333333334,73,106,9.4,39,true,1653,92,150,114,76,3,2,0,1,1,2,true,920,297.17135561745584,980.4833333333333,1979389.2347011778,1769721.931690566,52.796226808238416,72
profile,tfl-numbat-2019-midweek,late,5,11.966666666666667,1,2,on,free-flow,1,0,940GZZLUEUS,0,3900,3304,1800,1795,9df3d2223b4cc3f6,359,359,0,0,206,153,6.866666666666666,64,115,9.466666666666667,38,true,1504,92,155,114,73,3,3,0,0,1,2,true,834,324.6444289693593,1118.1333333333334,1993372.0677131044,1751028.3275206552,53.2360820773992,67
profile,tfl-numbat-2019-midweek,late,5,11.966666666666667,1,3,on,free-flow,1,0,940GZZLUEUS,0,3900,3043,1800,1795,fb2a73a1032500d7,359,359,0,0,221,138,7.366666666666666,71,108,10,30,true,1243,71,142,114,76,4,3,0,2,2,2,true,850,267.5973537604457,991.2,1878953.1220996766,1437736.072972817,56.65146812342807,42
profile,tfl-numbat-2019-midweek,late,4.615385,13.033333333333333,1,1,on,free-flow,1,0,940GZZLUEUS,0,3900,3284,1800,1798.6,5901994003b35650,391,391,0,0,216,175,7.2,72,123,9.6,52,true,1484,109,176,114,76,4,2,0,1,2,2,true,1149.4,364.37698209718667,1186.1833333333334,2150783.1189704067,1616630.3606998702,57.08911778801202,37
profile,tfl-numbat-2019-midweek,late,4.615385,13.033333333333333,1,2,on,free-flow,1,0,940GZZLUEUS,0,3900,3664,1800,1798.6,fe98d1722db6b27e,391,391,0,0,220,171,7.333333333333333,70,125,10,46,true,1864,115,171,114,79,4,3,0,1,2,2,true,1123.4,369.55750213128727,1137.1833333333334,2157953.309339297,1914649.298711742,52.98708263539601,61
profile,tfl-numbat-2019-midweek,late,4.615385,13.033333333333333,1,3,on,free-flow,1,0,940GZZLUEUS,0,3900,2996,1800,1798.6,882b92859d36cd3a,391,391,0,0,229,162,7.633333333333334,75,120,10.266666666666667,42,true,1196,97,165,114,77,3,3,0,0,1,1,true,754.4,328.1286018755328,895.6833333333333,2011863.3202026105,1565557.0272985732,56.23782292198037,41
profile,tfl-numbat-2019-midweek,late,4.2857140000000005,14,1,1,on,free-flow,1,0,940GZZLUEUS,0,3900,3708,1800,1799,1619796da1e5bece,420,420,0,0,216,204,7.2,75,135,9.4,69,true,1908,134,204,114,76,4,2,0,1,2,2,true,1213,432.8614285714286,1336.5333333333333,2310568.12201047,2093843.5275932988,52.460312655342605,63
profile,tfl-numbat-2019-midweek,late,4.2857140000000005,14,1,2,on,free-flow,1,0,940GZZLUEUS,0,3900,3900,1800,1799,c6732daafdeff25c,420,419,1,0,220,200,7.333333333333333,76,134,9.6,66,false,0,141,200,114,77,3,3,0,0,2,1,true,1307,449.8080158730159,1460.35,2352301.1704824953,2179313.184412522,51.908679474050054,65
profile,tfl-numbat-2019-midweek,late,4.2857140000000005,14,1,3,on,free-flow,1,0,940GZZLUEUS,0,3900,3500,1800,1799,5d715f71ce359391,420,420,0,0,236,184,7.866666666666666,79,131,10.466666666666667,53,true,1700,117,185,114,79,3,2,0,1,2,2,true,976,376.04083333333335,1051.5166666666667,2180973.1704393923,1908130.2788802453,53.33621898957514,65
profile,tfl-numbat-2019-midweek,late,4,14.966666666666667,1,1,on,free-flow,1,0,940GZZLUEUS,0,3900,3830,1800,1796,e9538827e0405203,449,449,0,0,220,229,7.333333333333333,74,150,9.733333333333333,79,true,2030,167,231,114,76,2,2,0,0,2,2,true,1344,521.4915367483296,1438.35,2477328.3219094663,2167159.954212832,53.33910163247947,60
profile,tfl-numbat-2019-midweek,late,4,14.966666666666667,1,2,on,free-flow,1,0,940GZZLUEUS,0,3900,3900,1800,1796,6622936b54de5f60,449,448,1,0,234,215,7.8,74,150,10.666666666666666,65,false,0,151,216,114,82,4,4,0,1,2,2,true,1198,483.81150705270977,1313.0833333333333,2506654.5684249853,2197263.8994104927,53.28864829535257,71
profile,tfl-numbat-2019-midweek,late,4,14.966666666666667,1,3,on,free-flow,1,0,940GZZLUEUS,0,3900,3571,1800,1796,a42f9a1146943fd9,449,449,0,0,232,217,7.733333333333333,82,142,10,75,true,1771,147,218,114,78,3,2,0,0,2,2,true,1085,458.78414996288046,1147.6166666666666,2330502.722428566,2037839.0077609979,53.34982623549083,65
profile,tfl-numbat-2019-midweek,night,60,0.9666666666666667,1,1,on,free-flow,1,0,940GZZLUEUS,0,3900,2304,1800,1740,ca2265641b46fb7e,29,29,0,0,22,7,0.7333333333333333,9,5,0.8666666666666667,2,true,504,3,9,9,9,1,2,0,0,2,2,true,127,39.409770114942525,165.28333333333333,144698.7384353707,762815.0128394716,15.944522959801235,94
profile,tfl-numbat-2019-midweek,night,60,0.9666666666666667,1,2,on,free-flow,1,0,940GZZLUEUS,0,3900,2767,1800,1740,c81386e7d7872707,29,29,0,0,22,7,0.7333333333333333,10,4,0.8,3,true,967,1,8,8,8,1,1,0,0,2,1,true,58,24.58103448275862,117.6,141196.2793093696,809677.3486652905,14.849110876080825,98
profile,tfl-numbat-2019-midweek,night,60,0.9666666666666667,1,3,on,free-flow,1,0,940GZZLUEUS,0,3900,2830,1800,1740,59d46cdde352f10e,29,29,0,0,24,5,0.8,8,6,1.0666666666666667,-1,true,1030,2,10,10,10,3,1,0,0,2,1,true,0,32.962643678160916,167,170410.61735785115,798663.6435127812,17.58488737537528,98
profile,tfl-numbat-2019-midweek,night,30,1.9666666666666666,1,1,on,free-flow,1,0,940GZZLUEUS,0,3900,2645,1800,1770,175bf1e8ac6f44d7,59,59,0,0,43,16,1.4333333333333333,15,14,1.8666666666666667,2,true,845,6,18,18,17,2,1,0,0,2,1,true,33,57.65141242937853,221.83333333333334,332806.6804355629,652993.055440887,33.76006995372877,81
profile,tfl-numbat-2019-midweek,night,30,1.9666666666666666,1,2,on,free-flow,1,0,940GZZLUEUS,0,3900,2960,1800,1770,332bbea8045ea8af,59,59,0,0,43,16,1.4333333333333333,17,12,1.7333333333333334,4,true,1160,5,18,18,16,1,2,0,0,2,2,true,226,64.08700564971751,227.18333333333334,325444.7383942928,855617.305756076,27.555261809163543,89
profile,tfl-numbat-2019-midweek,night,30,1.9666666666666666,1,3,on,free-flow,1,0,940GZZLUEUS,0,3900,2687,1800,1770,a1a4f419a9f155b7,59,59,0,0,42,17,1.4,14,15,1.8666666666666667,2,true,887,4,18,18,17,1,3,0,0,2,2,true,57,48.259604519774015,258.31666666666666,335739.61133192177,770191.5368218381,30.358093439397653,89
profile,tfl-numbat-2019-midweek,night,20,2.966666666666667,1,1,on,free-flow,1,0,940GZZLUEUS,0,3900,2931,1800,1780,8c76375d5400f0a2,89,89,0,0,65,24,2.1666666666666665,25,19,2.6666666666666665,5,true,1131,7,28,27,24,2,1,0,0,2,1,true,182,68.08408239700375,227.18333333333334,482897.8682237994,858005.2363541238,36.01288315129984,87
profile,tfl-numbat-2019-midweek,night,20,2.966666666666667,1,2,on,free-flow,1,0,940GZZLUEUS,0,3900,3139,1800,1780,afec5a831dfb0ad9,89,89,0,0,64,25,2.1333333333333333,23,21,2.7333333333333334,4,true,1339,8,30,28,24,2,1,0,0,2,1,true,393,93.16573033707866,401.9,523865.29168238223,913956.4791420309,36.434647347286315,86
profile,tfl-numbat-2019-midweek,night,20,2.966666666666667,1,3,on,free-flow,1,0,940GZZLUEUS,0,3900,2759,1800,1780,094cd0a41dfbd30a,89,89,0,0,61,28,2.033333333333333,22,22,2.6,6,true,959,8,29,28,24,1,2,0,0,2,2,true,156,86.11629213483145,334.78333333333336,546348.134050997,840455.3725124113,39.39621809905025,82
profile,tfl-numbat-2019-midweek,night,15,3.966666666666667,1,1,on,free-flow,1,0,940GZZLUEUS,0,3900,3212,1800,1785,f9e1bd3d2523c995,119,119,0,0,83,36,2.7666666666666666,28,31,3.6666666666666665,5,true,1412,10,36,36,31,1,1,0,0,2,1,true,441,96.7,455.48333333333335,680409.971816432,944342.0002445289,41.877774793733444,85
profile,tfl-numbat-2019-midweek,night,15,3.966666666666667,1,2,on,free-flow,1,0,940GZZLUEUS,0,3900,2837,1800,1785,690a196e2f9a4ff9,119,119,0,0,76,43,2.533333333333333,28,31,3.2,12,true,1037,13,43,42,35,1,2,1,0,2,2,true,215,113.61862745098038,413.3833333333333,720394.917048126,903866.8816857063,44.35214308492009,91
profile,tfl-numbat-2019-midweek,night,15,3.966666666666667,1,3,on,free-flow,1,0,940GZZLUEUS,0,3900,3210,1800,1785,db99ebd72e363b57,119,119,0,0,81,38,2.7,27,32,3.6,6,true,1410,13,40,40,33,1,2,0,0,2,2,true,455,111.52941176470588,532.3666666666667,727388.7813234618,1033269.4370496835,41.31345730436948,84
profile,tfl-numbat-2019-midweek,night,12,4.966666666666667,1,1,on,free-flow,1,0,940GZZLUEUS,0,3900,2897,1800,1788,c19eeed41d417052,149,149,0,0,102,47,3.4,33,41,4.6,6,true,1097,16,50,50,39,1,2,0,0,1,2,true,255,118.45011185682327,456.1166666666667,829748.3045988716,1055697.3775396713,44.00807259839701,85
profile,tfl-numbat-2019-midweek,night,12,4.966666666666667,1,2,on,free-flow,1,0,940GZZLUEUS,0,3900,3036,1800,1788,8ad3f9dbd58a4a5d,149,149,0,0,92,57,3.066666666666667,34,40,3.8666666666666667,17,true,1236,20,58,57,46,1,2,0,0,1,2,true,407,143.11230425055928,478.46666666666664,861616.263547669,1167526.4152725607,42.46208374310199,84
profile,tfl-numbat-2019-midweek,night,12,4.966666666666667,1,3,on,free-flow,1,0,940GZZLUEUS,0,3900,3377,1800,1788,f3a80d553036d591,149,149,0,0,97,52,3.2333333333333334,33,41,4.266666666666667,11,true,1577,18,53,52,40,2,2,0,1,2,2,true,619,132.90078299776286,630.7666666666667,902785.8483269066,1192814.212555746,43.08006404364482,80
profile,tfl-numbat-2019-midweek,night,10,5.966666666666667,1,1,on,free-flow,1,0,940GZZLUEUS,0,3900,2877,1800,1790,6e42c7acb2ed4782,179,179,0,0,118,61,3.933333333333333,43,46,5,15,true,1077,23,62,62,46,3,1,0,0,1,1,true,236,139.74292364990688,417.48333333333335,992106.16977921,1223360.9738925367,44.78090196972944,91
profile,tfl-numbat-2019-midweek,night,10,5.966666666666667,1,2,on,free-flow,1,0,940GZZLUEUS,0,3900,2768,1800,1790,d7ddc3217005eedc,179,179,0,0,113,66,3.7666666666666666,40,49,4.866666666666666,17,true,968,25,70,69,55,2,2,0,0,1,2,true,251,147.46033519553072,513.3,1042900.8863931256,1065218.46133106,49.47067572426516,78
profile,tfl-numbat-2019-midweek,night,10,5.966666666666667,1,3,on,free-flow,1,0,940GZZLUEUS,0,3900,3109,1800,1790,aa670b5f8d7371c6,179,179,0,0,115,64,3.8333333333333335,38,51,5.133333333333334,13,true,1309,23,65,64,47,2,2,0,0,2,2,true,590,153.6572625698324,629.2333333333333,1067591.1618371885,1182583.046953596,47.44482261268556,76
profile,tfl-numbat-2019-midweek,night,8.571429,7,1,1,on,free-flow,1,0,940GZZLUEUS,0,3900,3299,1800,1799,e91f11a6d7b085ac,210,210,0,0,140,70,4.666666666666667,49,56,6.066666666666666,14,true,1499,27,75,73,52,2,1,0,0,1,1,true,552,164.78373015873015,586.0833333333334,1173559.3769680702,1497434.581162168,43.93717827012947,83
profile,tfl-numbat-2019-midweek,night,8.571429,7,1,2,on,free-flow,1,0,940GZZLUEUS,0,3900,3009,1800,1799,2eea3e3fe02210bb,210,210,0,0,137,73,4.566666666666666,47,58,6,15,true,1209,30,80,78,62,3,2,0,0,1,2,true,336,158.9231746031746,520.15,1218848.343256844,1370921.3091064626,47.06396733565003,84
profile,tfl-numbat-2019-midweek,night,8.571429,7,1,3,on,free-flow,1,0,940GZZLUEUS,0,3900,3242,1800,1799,cd9753e4db035a1b,210,210,0,0,138,72,4.6,45,60,6.2,12,true,1442,30,78,77,52,3,2,0,0,2,2,true,482,178.0495238095238,584.5,1239873.0911034585,1507015.8340239492,45.137358113086066,88
profile,tfl-numbat-2019-midweek,night,7.5,7.966666666666667,1,1,on,free-flow,1,0,940GZZLUEUS,0,3900,3209,1800,1792.5,ac698127e9c870b6,239,239,0,0,151,88,5.033333333333333,55,64,6.4,24,true,1409,32,89,88,64,2,1,0,0,2,1,true,452.5,169.60718270571826,531.2666666666667,1347276.7029335639,1570894.9586290515,46.16852122442062,89
profile,tfl-numbat-2019-midweek,night,7.5,7.966666666666667,1,2,on,free-flow,1,0,940GZZLUEUS,0,3900,3064,1800,1792.5,363a18a5ce685250,239,239,0,0,148,91,4.933333333333334,51,68,6.466666666666667,23,true,1264,35,94,92,66,2,2,0,0,1,2,true,493.5,184.93298465829847,531.5333333333333,1379711.7769939573,1495995.382964995,47.97817372383812,82
profile,tfl-numbat-2019-midweek,night,7.5,7.966666666666667,1,3,on,free-flow,1,0,940GZZLUEUS,0,3900,3186,1800,1792.5,d38bd377032d4c52,239,239,0,0,154,85,5.133333333333334,48,71,7.066666666666666,14,true,1386,41,90,86,59,3,2,0,0,2,1,true,443.5,202.90460251046025,578.55,1404242.6772621966,1667881.8660179614,45.70917153517687,88
profile,tfl-numbat-2019-midweek,night,6.666667,8.966666666666667,1,1,on,free-flow,1,0,940GZZLUEUS,0,3900,3205,1800,1793.3333333333333,8ba338bafbc5514f,269,269,0,0,170,99,5.666666666666667,62,72,7.2,27,true,1405,39,102,98,67,4,1,0,0,2,1,true,659.6666666666666,197.0640644361834,792.7,1513181.5497713385,1672270.7349764886,47.50287916778913,80
profile,tfl-numbat-2019-midweek,night,6.666667,8.966666666666667,1,2,on,free-flow,1,0,940GZZLUEUS,0,3900,2974,1800,1793.3333333333333,c43a7f45f4cd834d,269,269,0,0,163,106,5.433333333333334,53,81,7.333333333333333,25,true,1174,45,109,104,75,4,2,0,0,2,2,true,697.6666666666666,215.6158612143742,716.95,1549463.148707139,1486142.4235850913,51.04296694043544,53
profile,tfl-numbat-2019-midweek,night,6.666667,8.966666666666667,1,3,on,free-flow,1,0,940GZZLUEUS,0,3900,3675,1800,1793.3333333333333,c77ab3603993635e,269,269,0,0,164,105,5.466666666666667,52,82,7.466666666666667,23,true,1875,49,106,104,67,3,2,0,0,2,2,true,911.6666666666666,223.72112763320942,918.1666666666666,1587998.4472886703,1919379.5213862674,45.27594292578067,81
profile,tfl-numbat-2019-midweek,night,6,9.966666666666667,1,1,on,free-flow,1,0,940GZZLUEUS,0,3900,3415,1800,1794,436349ce9314f077,299,299,0,0,188,111,6.266666666666667,65,84,8.2,27,true,1615,53,117,113,69,5,2,0,0,2,2,true,768,239.45819397993313,845.7666666666667,1660346.7691071597,1964319.6189466515,45.80688514063906,85
profile,tfl-numbat-2019-midweek,night,6,9.966666666666667,1,2,on,free-flow,1,0,940GZZLUEUS,0,3900,3611,1800,1794,cf673c15ac76cbab,299,299,0,0,173,126,5.766666666666667,58,91,7.666666666666667,35,true,1811,53,127,114,75,5,2,0,0,2,1,true,847,259.7647714604237,974.0666666666667,1747440.0395133856,2150060.683969486,44.83488685415417,85
profile,tfl-numbat-2019-midweek,night,6,9.966666666666667,1,3,on,free-flow,1,0,940GZZLUEUS,0,3900,3412,1800,1794,a1953c90166778c3,299,299,0,0,174,125,5.8,57,92,7.8,33,true,1612,65,126,114,70,3,2,0,0,2,1,true,973,266.7551282051282,972.6666666666666,1734681.1694455391,1901542.851864914,47.705563773828764,67
profile,tfl-numbat-2019-midweek,night,5.4545449999999995,11,1,1,on,free-flow,1,0,940GZZLUEUS,0,3900,3814,1800,1798.5,d042e9976f1d18e7,330,330,0,0,193,137,6.433333333333334,67,98,8.4,39,true,2014,79,137,114,72,6,1,0,0,1,1,true,1085.5,306.0020707070707,1109.5833333333333,1834105.7617401297,2426688.410488386,43.046100975603814,79
profile,tfl-numbat-2019-midweek,night,5.4545449999999995,11,1,2,on,free-flow,1,0,940GZZLUEUS,0,3900,3680,1800,1798.5,50bea3e032ab06ac,330,330,0,0,185,145,6.166666666666667,61,104,8.266666666666667,41,true,1880,77,145,114,73,4,2,0,1,2,1,true,1129.5,333.4957575757575,1162.0333333333333,1933748.2860949906,2261053.5643609776,46.09868010534981,77
profile,tfl-numbat-2019-midweek,night,5.4545449999999995,11,1,3,on,free-flow,1,0,940GZZLUEUS,0,3900,3556,1800,1798.5,c4a341f4642e795c,330,330,0,0,191,139,6.366666666666666,61,104,8.666666666666666,35,true,1756,81,141,114,67,4,2,0,0,2,2,true,906.5,320.9570202020202,916.55,1950449.0830071338,2241989.9167401963,46.523016390332295,88
profile,tfl-numbat-2019-midweek,night,5,11.966666666666667,1,1,on,free-flow,1,0,940GZZLUEUS,0,3900,3900,1800,1795,2be3e529710e9875,359,358,1,0,200,159,6.666666666666667,70,109,8.666666666666666,50,false,0,104,159,114,74,5,2,0,0,2,1,true,1192,377.50032497678734,1271.9833333333333,2027601.476006562,2454740.454500666,45.23531465117646,81
profile,tfl-numbat-2019-midweek,night,5,11.966666666666667,1,2,on,free-flow,1,0,940GZZLUEUS,0,3900,3900,1800,1795,4211505d27680b8b,359,358,1,0,188,171,6.266666666666667,65,114,8.2,57,false,0,113,172,114,73,5,2,0,0,2,2,true,1167,409.9436861652739,1223.1666666666667,2103292.189539832,2546276.768000253,45.23628337910717,83
profile,tfl-numbat-2019-midweek,night,5,11.966666666666667,1,3,on,free-flow,1,0,940GZZLUEUS,0,3900,3803,1800,1795,e593d26bccbd6209,359,359,0,0,188,171,6.266666666666667,65,114,8.2,57,true,2003,108,172,114,70,4,2,0,1,2,1,true,1157,411.08175487465184,1226,2112419.890033454,2442225.3378317268,46.37946062428164,81
profile,tfl-numbat-2019-midweek,night,4.615385,13.033333333333333,1,1,on,free-flow,1,0,940GZZLUEUS,0,3900,3900,1800,1798.6,86aba24f394e3624,391,389,2,0,203,188,6.766666666666667,74,121,8.6,67,false,0,129,188,114,74,6,2,0,0,2,2,true,1310.4,465.9507672634271,1327.9166666666667,2230903.9412599076,2529640.326263504,46.86237152502093,81
profile,tfl-numbat-2019-midweek,night,4.615385,13.033333333333333,1,2,on,free-flow,1,0,940GZZLUEUS,0,3900,3900,1800,1798.6,09112042b1d9f956,391,389,2,0,190,201,6.333333333333333,69,126,8.066666666666666,75,false,0,145,203,114,71,3,2,0,0,2,1,true,1289.4,507.9952685421995,1454.0833333333333,2256842.5926863384,2591207.406202897,46.55155357728193,83
profile,tfl-numbat-2019-midweek,night,4.615385,13.033333333333333,1,3,on,free-flow,1,0,940GZZLUEUS,0,3900,3900,1800,1798.6,de8c84346b576f9d,391,387,4,0,194,197,6.466666666666667,67,128,8.466666666666667,69,false,0,146,197,114,71,6,2,0,1,1,1,true,1408.4,519.037041773231,1481.45,2303041.7604374913,2534237.0488863373,47.610275347337655,66
